district,school,enroll,dtap_pct_vac,dtap_partial,dtap_nonmedical,dtap_medical,polio_pct,polio_partial,polio_nonmedical,polio_medical,mmr_pct,mmr_partial,mmr_nonmedical,mmr_medical,hepb_pct,hepb_partial,hepb_nonmedical,hepb_medical,varicella_pct,varicella_partial,varicella_diseasehistory,varicella_nonmedical,varicella_medical,tdap_pct,tdap_nodoses,tdap_nonmedical,tdap_medical,meningococcal_pct,meningococcal_nodoses,meningococcal_nonmedical,meningococcal_medical,notes
ROSEMOUNT-APPLE VALLEY-EAGAN,FALCON RIDGE MID.,364,0.9588,0.0027,0.0330,0.0055,0.9615,0.0027,0.0302,0.0055,0.9643,0.0000,0.0302,0.0055,0.9615,0.0027,0.0302,0.0055,0.9341,0.0027,0.0165,0.0330,0.0137,0.9505,0.0110,0.0385,0.0000,0.9423,0.0165,0.0385,0.0027,
ST. CLOUD,SOUTH JR.,336,0.9583,0.0268,0.0000,0.0149,0.9524,0.0298,0.0179,0.0000,0.9643,0.0119,0.0238,0.0000,0.9524,0.0208,0.0119,0.0149,0.9018,0.0327,0.0417,0.0030,0.0208,0.8661,0.1250,0.0089,0.0000,0.8274,0.1637,0.0089,0.0000,
UPSALA,UPSALA AREA SCHOOLS,28,0.9643,0.0000,0.0357,0.0000,0.9643,0.0000,0.0357,0.0000,0.9643,0.0000,0.0357,0.0000,0.9643,0.0000,0.0357,0.0000,0.9643,0.0000,0.0000,0.0357,0.0000,0.6071,0.3571,0.0357,0.0000,0.6071,0.3571,0.0357,0.0000,
WEST ST. PAUL-MENDOTA HTS.-EAGAN,FRIENDLY HILLS MID.,168,0.9643,0.0000,0.0298,0.0060,0.9702,0.0000,0.0238,0.0060,0.9643,0.0000,0.0298,0.0060,0.9583,0.0060,0.0298,0.0060,0.9345,0.0000,0.0298,0.0298,0.0060,0.9643,0.0060,0.0298,0.0000,0.9583,0.0119,0.0298,0.0000,
ST. MICHAEL-ALBERTVILLE,ST. MICHAEL-ALBERTVILLE WEST MIDDLE SCHOOL,253,0.9644,0.0000,0.0356,0.0000,0.9723,0.0000,0.0277,0.0000,0.9644,0.0000,0.0316,0.0040,0.9802,0.0000,0.0198,0.0000,0.9447,0.0000,0.0000,0.0514,0.0040,0.9644,0.0000,0.0356,0.0000,0.9526,0.0000,0.0474,0.0000,
HASTINGS,HASTINGS MID.,312,0.9776,0.0000,0.0224,0.0000,0.9744,0.0000,0.0256,0.0000,0.9647,0.0000,0.0353,0.0000,0.9712,0.0000,0.0288,0.0000,0.9647,0.0000,0.0192,0.0160,0.0000,0.9712,0.0000,0.0288,0.0000,0.9679,0.0000,0.0321,0.0000,
BLACKDUCK,BLACKDUCK SEC.,57,0.9649,0.0000,0.0351,0.0000,0.9649,0.0000,0.0351,0.0000,0.9649,0.0000,0.0351,0.0000,0.9649,0.0000,0.0351,0.0000,0.9649,0.0000,0.0000,0.0351,0.0000,0.9298,0.0351,0.0351,0.0000,0.9123,0.0526,0.0351,0.0000,
CHISHOLM,CHISHOLM SEC.,57,0.9298,0.0526,0.0000,0.0175,0.9649,0.0175,0.0000,0.0175,0.9649,0.0175,0.0000,0.0175,0.9825,0.0175,0.0000,0.0000,0.9474,0.0351,0.0000,0.0000,0.0175,0.7719,0.2105,0.0175,0.0000,0.7895,0.1930,0.0175,0.0000,
PARKERS PRAIRIE,PARKERS PRAIRIE HIGH SCHOOL,57,0.9825,0.0000,0.0175,0.0000,0.9825,0.0000,0.0175,0.0000,0.9649,0.0000,0.0175,0.0175,0.9825,0.0000,0.0175,0.0000,0.9649,0.0000,0.0000,0.0175,0.0175,0.9825,0.0000,0.0175,0.0000,0.9825,0.0000,0.0175,0.0000,
NORTHFIELD,NORTHFIELD MID.,314,0.9809,0.0000,0.0191,0.0000,0.9777,0.0000,0.0223,0.0000,0.9650,0.0032,0.0318,0.0000,0.9268,0.0382,0.0350,0.0000,0.9204,0.0096,0.0159,0.0478,0.0064,0.9777,0.0000,0.0223,0.0000,0.9586,0.0032,0.0382,0.0000,
CENTENNIAL,CENTENNIAL MID.,492,0.9695,0.0061,0.0244,0.0000,0.9695,0.0061,0.0244,0.0000,0.9654,0.0102,0.0244,0.0000,0.9715,0.0081,0.0203,0.0000,0.9207,0.0346,0.0142,0.0285,0.0020,0.8150,0.1687,0.0163,0.0000,0.7988,0.1850,0.0142,0.0020,
DULUTH PUBLIC SCHOOLS ACADEMY,NORTH STAR,145,0.9724,0.0000,0.0276,0.0000,0.9724,0.0000,0.0276,0.0000,0.9655,0.0138,0.0207,0.0000,0.9724,0.0000,0.0276,0.0000,0.9586,0.0138,0.0000,0.0276,0.0000,0.8897,0.0897,0.0207,0.0000,0.8621,0.1103,0.0276,0.0000,
LANESBORO,LANESBORO PUBLIC SCHOOL,29,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0000,0.0345,0.0000,0.7586,0.2069,0.0345,0.0000,0.7931,0.1724,0.0345,0.0000,
ROCHESTER,HOLY SPIRIT,29,0.9655,0.0000,0.0000,0.0345,1.0000,0.0000,0.0000,0.0000,0.9655,0.0000,0.0000,0.0345,1.0000,0.0000,0.0000,0.0000,0.9655,0.0000,0.0000,0.0000,0.0345,0.9310,0.0345,0.0000,0.0345,0.8966,0.0345,0.0345,0.0345,
TRI-CITY UNITED SCHOOL DISTRICT,LECENTER K-8,29,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9310,0.0000,0.0345,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,
YINGHAU,YINGHUA ACADEMY,58,0.9655,0.0000,0.0172,0.0172,0.9483,0.0172,0.0172,0.0172,0.9655,0.0000,0.0172,0.0172,0.9483,0.0172,0.0172,0.0172,0.9655,0.0000,0.0000,0.0172,0.0172,0.9483,0.0517,0.0000,0.0000,0.9483,0.0345,0.0172,0.0000,
MINNEAPOLIS,ANWATIN MID.,175,0.9429,0.0400,0.0171,0.0000,0.9886,0.0057,0.0057,0.0000,0.9657,0.0000,0.0343,0.0000,0.9886,0.0000,0.0114,0.0000,0.9943,0.0000,0.0000,0.0057,0.0000,0.9429,0.0400,0.0171,0.0000,0.9143,0.0686,0.0171,0.0000,
ST. PAUL,HIGHLAND PARK MS,263,0.9658,0.0190,0.0114,0.0038,0.9810,0.0114,0.0076,0.0000,0.9658,0.0190,0.0152,0.0000,0.9772,0.0114,0.0114,0.0000,0.9658,0.0228,0.0000,0.0114,0.0000,0.8441,0.1521,0.0038,0.0000,0.8289,0.1635,0.0076,0.0000,
HOPKINS,BLAKE MIDDLE SCHOOL,117,0.9829,0.0000,0.0171,0.0000,0.9744,0.0000,0.0256,0.0000,0.9658,0.0000,0.0342,0.0000,0.9829,0.0000,0.0171,0.0000,0.9829,0.0000,0.0000,0.0171,0.0000,0.9744,0.0000,0.0256,0.0000,0.9744,0.0000,0.0256,0.0000,
LONG PRAIRIE-GREY EAGLE,LONG PRAIRIE-GREY SR.,88,0.9659,0.0000,0.0341,0.0000,0.9886,0.0000,0.0114,0.0000,0.9659,0.0000,0.0341,0.0000,0.9773,0.0114,0.0114,0.0000,0.8977,0.0000,0.0341,0.0682,0.0000,0.9545,0.0114,0.0341,0.0000,0.9318,0.0114,0.0568,0.0000,
MATH AND SCIENCE ACADEMY,MATH & SCIENCE ACADEMY,88,0.9659,0.0227,0.0114,0.0000,0.9545,0.0227,0.0227,0.0000,0.9659,0.0114,0.0227,0.0000,0.9318,0.0341,0.0227,0.0114,0.9659,0.0114,0.0000,0.0227,0.0000,0.8864,0.1023,0.0114,0.0000,0.8864,0.1023,0.0114,0.0000,
ROSEVILLE,PARKVIEW CENTER EL.,88,0.9773,0.0000,0.0227,0.0000,0.9432,0.0341,0.0227,0.0000,0.9659,0.0000,0.0341,0.0000,0.9773,0.0000,0.0227,0.0000,0.9545,0.0000,0.0114,0.0341,0.0000,0.9091,0.0682,0.0227,0.0000,0.8750,0.1023,0.0227,0.0000,
CHASKA,PIONEER RIDGE FRESHMAN CENTER,235,0.9617,0.0000,0.0383,0.0000,0.9702,0.0000,0.0255,0.0043,0.9660,0.0000,0.0298,0.0043,0.9660,0.0000,0.0298,0.0043,0.9362,0.0000,0.0170,0.0383,0.0085,0.9617,0.0000,0.0383,0.0000,0.9660,0.0000,0.0340,0.0000,
BARNUM,BARNUM SEC.,59,0.9831,0.0000,0.0169,0.0000,0.9831,0.0000,0.0169,0.0000,0.9661,0.0169,0.0169,0.0000,0.9831,0.0000,0.0169,0.0000,0.9661,0.0169,0.0000,0.0169,0.0000,0.9661,0.0169,0.0169,0.0000,0.9661,0.0169,0.0169,0.0000,
MINNEAPOLIS,MINNEHAHA ACADEMY LOWER,59,0.9492,0.0339,0.0169,0.0000,0.9492,0.0169,0.0339,0.0000,0.9661,0.0000,0.0339,0.0000,0.9153,0.0508,0.0339,0.0000,0.8814,0.0847,0.0000,0.0339,0.0000,0.8814,0.0847,0.0339,0.0000,0.8305,0.1356,0.0339,0.0000,
RED LAKE FALLS,LAFAYETTE SEC.,30,0.9667,0.0000,0.0333,0.0000,1.0000,0.0000,0.0000,0.0000,0.9667,0.0000,0.0333,0.0000,1.0000,0.0000,0.0000,0.0000,0.9333,0.0000,0.0333,0.0333,0.0000,0.9667,0.0000,0.0333,0.0000,0.9667,0.0000,0.0333,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,SCOTT HIGHLANDS MID.,363,0.9697,0.0055,0.0248,0.0000,0.9697,0.0055,0.0248,0.0000,0.9669,0.0028,0.0275,0.0028,0.9477,0.0275,0.0248,0.0000,0.9614,0.0055,0.0055,0.0275,0.0000,0.9559,0.0028,0.0413,0.0000,0.9504,0.0083,0.0413,0.0000,
ST. CLOUD,KENNEDY EL.,91,0.9670,0.0110,0.0220,0.0000,1.0000,0.0000,0.0000,0.0000,0.9670,0.0000,0.0330,0.0000,0.9670,0.0000,0.0330,0.0000,0.9121,0.0000,0.0330,0.0549,0.0000,0.8681,0.1099,0.0000,0.0220,0.8681,0.1099,0.0000,0.0220,
WEST CENTRAL AREA,WEST CENTRAL AREA SEC.,61,1.0000,0.0000,0.0000,0.0000,0.9508,0.0328,0.0164,0.0000,0.9672,0.0164,0.0164,0.0000,0.9836,0.0000,0.0164,0.0000,0.9508,0.0164,0.0164,0.0164,0.0000,0.9180,0.0656,0.0164,0.0000,0.9344,0.0492,0.0164,0.0000,
JACKSON COUNTY CENTRAL,JACKSON COUNTY CENTRAL MIDDLE,92,0.9674,0.0000,0.0326,0.0000,0.9674,0.0000,0.0326,0.0000,0.9674,0.0000,0.0326,0.0000,0.9783,0.0000,0.0217,0.0000,0.9022,0.0000,0.0543,0.0435,0.0000,0.9891,0.0109,0.0000,0.0000,0.9674,0.0000,0.0326,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,ROSEMOUNT MID.,431,0.9675,0.0046,0.0278,0.0000,0.9768,0.0093,0.0139,0.0000,0.9675,0.0023,0.0255,0.0046,0.9722,0.0162,0.0116,0.0000,0.9559,0.0023,0.0116,0.0255,0.0046,0.9791,0.0162,0.0046,0.0000,0.9745,0.0139,0.0093,0.0023,
BLOOMINGTON,OLSON MID.,309,0.9709,0.0065,0.0227,0.0000,0.9676,0.0065,0.0259,0.0000,0.9676,0.0032,0.0291,0.0000,0.9773,0.0032,0.0194,0.0000,0.9417,0.0097,0.0162,0.0324,0.0000,0.9773,0.0032,0.0194,0.0000,0.9741,0.0032,0.0227,0.0000,
MARSHALL COUNTY CENTRAL SCHOOLS,HIGHSCHOOL,31,0.9677,0.0000,0.0323,0.0000,0.9677,0.0000,0.0323,0.0000,0.9677,0.0000,0.0323,0.0000,0.9677,0.0000,0.0323,0.0000,0.9677,0.0000,0.0000,0.0323,0.0000,0.9677,0.0000,0.0323,0.0000,0.9677,0.0000,0.0323,0.0000,
MOUNDS VIEW,CHIPPEWA MID.,372,0.9597,0.0081,0.0161,0.0161,0.9704,0.0054,0.0161,0.0081,0.9677,0.0081,0.0161,0.0081,0.9704,0.0054,0.0161,0.0081,0.9409,0.0108,0.0134,0.0242,0.0108,0.9516,0.0242,0.0188,0.0054,0.9489,0.0269,0.0215,0.0027,
TRACY AREA PUBLIC SCHOOLS,TRACY EL.,62,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9677,0.0323,0.0000,0.0000,0.9839,0.0161,0.0000,0.0000,0.9677,0.0323,0.0000,0.0000,0.0000,0.9032,0.0968,0.0000,0.0000,0.9032,0.0968,0.0000,0.0000,
MONTICELLO,MONTICELLO MIDDLE SCHOOL,311,1.0000,0.0000,0.0000,0.0000,0.0000,0.9775,0.0225,0.0000,0.9678,0.0032,0.0257,0.0032,0.9743,0.0000,0.0257,0.0000,0.9357,0.0032,0.0129,0.0418,0.0064,0.9614,0.0032,0.0354,0.0000,0.9614,0.0032,0.0354,0.0000,
MINNEAPOLIS,ANTHONY MID.,253,0.9723,0.0040,0.0237,0.0000,0.9802,0.0000,0.0198,0.0000,0.9684,0.0000,0.0316,0.0000,0.9802,0.0000,0.0198,0.0000,0.9723,0.0000,0.0000,0.0277,0.0000,0.9289,0.0435,0.0277,0.0000,0.9289,0.0395,0.0316,0.0000,
ST. MICHAEL-ALBERTVILLE,ST. MICHAEL-ALBERTVILLE MIDDLE SCHOOL EAST,253,0.9763,0.0000,0.0237,0.0000,0.9763,0.0000,0.0237,0.0000,0.9684,0.0000,0.0277,0.0040,0.9723,0.0000,0.0277,0.0000,0.9644,0.0000,0.0000,0.0356,0.0000,0.9684,0.0000,0.0316,0.0000,0.9684,0.0000,0.0316,0.0000,
BRAINERD,FORESTVIEW MIDDLE SCHOOL,512,0.9785,0.0039,0.0176,0.0000,0.9805,0.0039,0.0156,0.0000,0.9688,0.0039,0.0273,0.0000,0.9785,0.0039,0.0176,0.0000,0.9414,0.0039,0.0137,0.0371,0.0039,0.9414,0.0117,0.0430,0.0039,0.9316,0.0117,0.0527,0.0039,
COOK COUNTY,COOK COUNTY MIDDLE SCHOOL,32,0.9063,0.0625,0.0000,0.0313,0.9063,0.0938,0.0000,0.0000,0.9688,0.0313,0.0000,0.0000,0.9063,0.0938,0.0000,0.0000,0.8750,0.0625,0.0313,0.0313,0.0000,0.9375,0.0625,0.0000,0.0000,0.9375,0.0625,0.0000,0.0000,
EXCELL ACADEMY CHARTER,EXCELL ACADEMY CHARTER,32,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9688,0.0313,0.0000,0.0000,0.9688,0.0313,0.0000,0.0000,0.9375,0.0313,0.0313,0.0000,0.0000,0.6875,0.3125,0.0000,0.0000,0.7188,0.2813,0.0000,0.0000,
RED LAKE COUNTY CENTRAL SCHOOLS,RED LAKE COUNTY CENTAL HIGH,32,0.9688,0.0000,0.0313,0.0000,0.9688,0.0000,0.0313,0.0000,0.9688,0.0000,0.0313,0.0000,0.9688,0.0000,0.0313,0.0000,0.9688,0.0000,0.0000,0.0313,0.0000,0.9688,0.0000,0.0313,0.0000,0.9688,0.0000,0.0313,0.0000,
FERGUS FALLS,FERGUS FALLS MID.,194,0.9691,0.0000,0.0309,0.0000,0.9691,0.0000,0.0309,0.0000,0.9691,0.0000,0.0309,0.0000,0.9588,0.0052,0.0361,0.0000,0.9433,0.0000,0.0155,0.0412,0.0000,0.9639,0.0052,0.0309,0.0000,0.9639,0.0052,0.0309,0.0000,
NEW YORK MILLS,NEW YORK MILLS PUBLIC SCHOOLS,65,0.9692,0.0308,0.0000,0.0000,0.9692,0.0308,0.0000,0.0000,0.9692,0.0308,0.0000,0.0000,0.9692,0.0000,0.0308,0.0000,0.8769,0.0923,0.0000,0.0308,0.0000,0.8923,0.1077,0.0000,0.0000,0.7538,0.2462,0.0000,0.0000,
ST. PAUL,HUMBOLDT,197,0.9645,0.0355,0.0000,0.0000,0.9594,0.0406,0.0000,0.0000,0.9695,0.0254,0.0051,0.0000,0.9442,0.0355,0.0000,0.0203,0.8325,0.0457,0.0609,0.0051,0.0558,0.8173,0.1827,0.0000,0.0000,0.8173,0.1827,0.0000,0.0000,
CARLTON,CARLTON SEC.,33,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0000,0.0303,0.0000,0.9091,0.0606,0.0303,0.0000,0.9394,0.0303,0.0303,0.0000,
LAKEVILLE,MCGUIRE MIDDLE SCHOOL,297,0.9697,0.0034,0.0269,0.0000,0.9697,0.0034,0.0236,0.0034,0.9697,0.0034,0.0269,0.0000,0.9731,0.0034,0.0236,0.0000,0.9495,0.0067,0.0168,0.0269,0.0000,0.9731,0.0000,0.0269,0.0000,0.9764,0.0000,0.0236,0.0000,
SOUTH WASHINGTON COUNTY,WOODBURY MIDDLE,330,0.9848,0.0000,0.0121,0.0030,0.9788,0.0000,0.0121,0.0091,0.9697,0.0000,0.0212,0.0091,0.9818,0.0000,0.0121,0.0061,0.9606,0.0000,0.0121,0.0182,0.0091,0.9667,0.0000,0.0303,0.0030,0.9606,0.0000,0.0394,0.0000,
ST. LOUIS PARK,GROVES ACADEMY,33,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,0.9697,0.0000,0.0303,0.0000,
WATERTOWN-MAYER,WATERTOWN-MAYER MID.,132,0.9848,0.0000,0.0152,0.0000,0.9697,0.0152,0.0152,0.0000,0.9697,0.0152,0.0152,0.0000,0.9773,0.0152,0.0076,0.0000,0.9394,0.0076,0.0152,0.0379,0.0000,0.9545,0.0303,0.0152,0.0000,0.9621,0.0303,0.0076,0.0000,
Statewide,Statewide,"69,312",0.9704,0.0103,0.0184,0.0009,0.9677,0.0136,0.0179,0.0008,0.9698,0.0086,0.0202,0.0014,0.9712,0.0102,0.0172,0.0014,0.9482,0.0115,0.0133,0.0237,0.0033,0.9300,0.0465,0.0229,0.0007,0.9206,0.0530,0.0254,0.0010,
ANOKA-HENNEPIN,ST STEPHEN,34,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9706,0.0000,0.0294,0.0000,1.0000,0.0000,0.0000,0.0000,0.9706,0.0000,0.0000,0.0294,0.0000,0.9706,0.0000,0.0294,0.0000,0.9706,0.0000,0.0294,0.0000,
EAST GRAND FORKS,SACRED HEART SCHOOL,34,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9706,0.0000,0.0294,0.0000,1.0000,0.0000,0.0000,0.0000,0.9706,0.0000,0.0000,0.0294,0.0000,0.8235,0.1765,0.0000,0.0000,0.8235,0.1765,0.0000,0.0000,
MANKATO,MANKATO AREA CATHOLIC SCHOOLS  INC,34,0.9706,0.0294,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,
NEW ULM,ST PAULS LUTHERAN,34,0.9706,0.0000,0.0294,0.0000,0.9706,0.0000,0.0294,0.0000,0.9706,0.0000,0.0294,0.0000,0.9706,0.0000,0.0294,0.0000,0.9412,0.0000,0.0294,0.0294,0.0000,0.9412,0.0000,0.0588,0.0000,0.9412,0.0000,0.0588,0.0000,
LESUEUR-HENDERSON,LESUEUR-HENDERSON SEC.,103,0.9709,0.0097,0.0194,0.0000,0.9709,0.0097,0.0194,0.0000,0.9709,0.0097,0.0194,0.0000,0.9806,0.0194,0.0000,0.0000,0.9417,0.0194,0.0194,0.0194,0.0000,0.9709,0.0097,0.0194,0.0000,0.9709,0.0097,0.0194,0.0000,
WACONIA,CLEARWATER MIDDLE,310,0.9742,0.0000,0.0226,0.0032,0.9774,0.0000,0.0226,0.0000,0.9710,0.0000,0.0290,0.0000,0.9806,0.0000,0.0194,0.0000,0.9452,0.0000,0.0129,0.0419,0.0000,0.9645,0.0000,0.0355,0.0000,0.9548,0.0000,0.0452,0.0000,
PINE CITY,PINE CITY SEC.,139,0.9712,0.0000,0.0288,0.0000,0.9712,0.0000,0.0288,0.0000,0.9712,0.0000,0.0288,0.0000,0.9856,0.0000,0.0144,0.0000,0.9424,0.0000,0.0144,0.0432,0.0000,0.9496,0.0144,0.0360,0.0000,0.9424,0.0144,0.0432,0.0000,
ROBBINSDALE,ROBBINSDALE MIDDLE SCHOOL,314,0.9777,0.0032,0.0191,0.0000,0.9745,0.0032,0.0223,0.0000,0.9713,0.0032,0.0223,0.0032,0.9777,0.0032,0.0191,0.0000,0.9618,0.0032,0.0096,0.0223,0.0032,0.9618,0.0032,0.0350,0.0000,0.9650,0.0032,0.0318,0.0000,
ANNANDALE,ANNANDALE MID.,140,0.9571,0.0000,0.0357,0.0071,0.9643,0.0000,0.0357,0.0000,0.9714,0.0000,0.0286,0.0000,0.9643,0.0071,0.0214,0.0071,0.9429,0.0071,0.0143,0.0357,0.0000,0.9714,0.0000,0.0286,0.0000,0.9714,0.0000,0.0286,0.0000,
BRANDON – EVANSVILLE,BRANDON-EVANSVILLE MIDDLE SCHOOL,35,1.0000,0.0000,0.0000,0.0000,0.9714,0.0286,0.0000,0.0000,0.9714,0.0286,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9714,0.0000,0.0286,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
ELK RIVER,VANDENBERGE MIDDLE SCHOOL,176,0.9830,0.0000,0.0114,0.0057,0.9830,0.0000,0.0114,0.0057,0.9716,0.0057,0.0114,0.0114,0.9886,0.0000,0.0114,0.0000,0.9659,0.0000,0.0000,0.0284,0.0057,0.9659,0.0000,0.0284,0.0057,0.9602,0.0057,0.0341,0.0000,
PEQUOT LAKES,PEQUOT LAKES MIDDLE LEVEL,142,0.9789,0.0000,0.0211,0.0000,0.9789,0.0000,0.0211,0.0000,0.9718,0.0000,0.0282,0.0000,0.9648,0.0070,0.0282,0.0000,0.9155,0.0070,0.0352,0.0423,0.0000,0.9155,0.0211,0.0634,0.0000,0.9014,0.0211,0.0775,0.0000,
WASECA,WASECA JR.,178,0.9831,0.0000,0.0169,0.0000,0.9775,0.0000,0.0225,0.0000,0.9719,0.0000,0.0281,0.0000,0.9831,0.0000,0.0169,0.0000,0.9663,0.0000,0.0000,0.0337,0.0000,0.9719,0.0056,0.0225,0.0000,0.9775,0.0000,0.0225,0.0000,
CAMBRIDGE-ISANTI,CAMBRIDGE MIDDLE SCHOOL,214,0.9860,0.0000,0.0140,0.0000,0.9860,0.0000,0.0140,0.0000,0.9720,0.0047,0.0234,0.0000,0.9860,0.0000,0.0140,0.0000,0.9533,0.0047,0.0047,0.0234,0.0140,0.9159,0.0514,0.0327,0.0000,0.8972,0.0701,0.0327,0.0000,
ST. CLOUD,CATHEDRAL - JOHN XXIII,107,0.9533,0.0280,0.0187,0.0000,0.9533,0.0280,0.0187,0.0000,0.9720,0.0093,0.0187,0.0000,0.9346,0.0467,0.0187,0.0000,0.9626,0.0187,0.0000,0.0187,0.0000,0.9439,0.0374,0.0187,0.0000,0.8972,0.0841,0.0187,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,VALLEY MID.,359,0.9694,0.0139,0.0167,0.0000,0.9805,0.0084,0.0111,0.0000,0.9721,0.0028,0.0223,0.0028,0.9694,0.0195,0.0084,0.0028,0.9582,0.0084,0.0111,0.0195,0.0028,0.9109,0.0669,0.0195,0.0028,0.9192,0.0613,0.0167,0.0028,
DULUTH,LINCOLN PARK MIDDLE,216,0.9722,0.0278,0.0000,0.0000,0.9676,0.0324,0.0000,0.0000,0.9722,0.0278,0.0000,0.0000,0.9722,0.0278,0.0000,0.0000,0.9444,0.0370,0.0139,0.0046,0.0000,0.8796,0.1111,0.0093,0.0000,0.8750,0.1157,0.0093,0.0000,
FARIBAULT,BETHLEHEM ACADEMY,36,0.9722,0.0000,0.0278,0.0000,0.9722,0.0000,0.0278,0.0000,0.9722,0.0000,0.0278,0.0000,0.9722,0.0000,0.0278,0.0000,0.9722,0.0000,0.0000,0.0278,0.0000,0.9722,0.0000,0.0278,0.0000,1.0000,0.0000,0.0000,0.0000,
MINNEAPOLIS,ANDERSEN UNITED COMMUNITY SCHOOL,108,0.9630,0.0185,0.0000,0.0185,0.9722,0.0278,0.0000,0.0000,0.9722,0.0278,0.0000,0.0000,0.9815,0.0185,0.0000,0.0000,0.9259,0.0463,0.0278,0.0000,0.0000,0.8241,0.1759,0.0000,0.0000,0.7500,0.2500,0.0000,0.0000,
NORTH ST PAUL-MAPLEWOOD,SKYVIEW COMMUNITY MID.,254,0.9843,0.0000,0.0157,0.0000,0.9843,0.0000,0.0157,0.0000,0.9724,0.0000,0.0197,0.0079,0.9843,0.0000,0.0157,0.0000,0.9724,0.0000,0.0118,0.0079,0.0079,0.9724,0.0039,0.0236,0.0000,0.9724,0.0039,0.0236,0.0000,
WAYZATA,WAYZATA CENTRAL MID.,436,0.9839,0.0000,0.0138,0.0023,0.9839,0.0000,0.0138,0.0023,0.9725,0.0000,0.0252,0.0023,0.9771,0.0000,0.0183,0.0046,0.9518,0.0000,0.0000,0.0367,0.0115,0.9679,0.0138,0.0161,0.0023,0.9656,0.0138,0.0183,0.0023,
A.C.G.C.,A.C.G.C. SEC.,73,0.9863,0.0000,0.0137,0.0000,0.9863,0.0000,0.0137,0.0000,0.9726,0.0000,0.0137,0.0137,0.9863,0.0000,0.0137,0.0000,0.9589,0.0000,0.0000,0.0274,0.0137,0.9452,0.0274,0.0274,0.0000,0.9589,0.0137,0.0274,0.0000,
OWATONNA,ST MARYS - MARIAN,37,0.9730,0.0000,0.0270,0.0000,0.9459,0.0270,0.0270,0.0000,0.9730,0.0000,0.0270,0.0000,0.8649,0.0811,0.0541,0.0000,0.8919,0.0270,0.0000,0.0811,0.0000,0.9459,0.0270,0.0270,0.0000,0.9189,0.0270,0.0541,0.0000,
MOUNDS VIEW,EDGEWOOD MID.,223,0.9776,0.0045,0.0179,0.0000,0.9731,0.0135,0.0135,0.0000,0.9731,0.0090,0.0179,0.0000,0.9821,0.0045,0.0135,0.0000,0.9686,0.0045,0.0045,0.0224,0.0000,0.9910,0.0090,0.0000,0.0000,0.9865,0.0135,0.0000,0.0000,
FAIRMONT AREA SCHOOLS,FAIRMONT SEC.,149,0.9933,0.0000,0.0067,0.0000,0.9933,0.0000,0.0067,0.0000,0.9732,0.0134,0.0134,0.0000,0.9799,0.0134,0.0067,0.0000,0.9262,0.0134,0.0000,0.0134,0.0470,0.9262,0.0336,0.0403,0.0000,0.9128,0.0336,0.0537,0.0000,
ALBERT LEA,SOUTHWEST JR.,261,0.9732,0.0153,0.0115,0.0000,0.9693,0.0192,0.0115,0.0000,0.9732,0.0153,0.0115,0.0000,0.9732,0.0153,0.0115,0.0000,0.9502,0.0192,0.0153,0.0115,0.0038,0.8812,0.1034,0.0153,0.0000,0.8774,0.1073,0.0153,0.0000,
MESABI EAST,MESABI EAST SEC.,75,1.0000,0.0000,0.0000,0.0000,0.9733,0.0000,0.0267,0.0000,0.9733,0.0000,0.0267,0.0000,0.9733,0.0000,0.0267,0.0000,0.9733,0.0000,0.0000,0.0267,0.0000,0.9600,0.0133,0.0267,0.0000,0.9733,0.0133,0.0133,0.0000,
